CODGEO,LIBGEO,part_employes
Aubilly,N/A - division par 0,N/A - division par 0
Aulnay-l'Aître,0,13.7
Aulnay-sur-Marne,0,13.4
Auménancourt,14.8,19.9
Auve,0,19.4
Avenay-Val-d'Or,6.2,18.7
Avize,12.9,23.3
Aÿ-Champagne,10.4,24.7
Baconnes,0,13.7
Bagneux,9.4,9.3
Le Baizil,13.7,0
Bannay,0,0
Bannes,0,27.8
Barbonne-Fayel,10.7,10.3
Baslieux-lès-Fismes,32.8,0
Baslieux-sous-Châtillon,0,0
Bassu,0,0
Bassuet,0,0
Baudement,0,0
Baye,0,5.8
Bazancourt,12.9,15.6
Beaumont-sur-Vesle,8,18.6
Beaunay,0,0
Beine-Nauroy,14.8,14.7
Belval-en-Argonne,0,49.5
Belval-sous-Châtillon,12.1,12.1
Bergères-lès-Vertus,6.1,23.6
Bergères-sous-Montmirail,0,28.7
Berméricourt,7.9,8.8
Berru,6.2,5.9
Berzieux,0,0
Bétheniville,11,21
Bétheny,10,26.7
Bethon,3.7,7.4
Bettancourt-la-Longue,N/A - division par 0,N/A - division par 0
Bezannes,20.3,27.9
Bignicourt-sur-Marne,8.6,32.8
Bignicourt-sur-Saulx,0,45.7
Billy-le-Grand,0,0
Binarville,0,0
Blacy,12.7,22.3
Blaise-sous-Arzillières,0,28.2
Blesme,0,50.4
Bligny,0,44.1
Boissy-le-Repos,0,24.8
Bouchy-Saint-Genest,0,33
Bouilly,12.5,45.1
Bouleuse,16.7,33.3
Boult-sur-Suippe,19,19.2
Bourgogne-Fresne,8.3,14.3
Boursault,0,27.5
Bouvancourt,0,0
Bouy,15.6,31
Bouzy,6.8,11.8
Brandonvillers,15.3,30.6
Branscourt,0,100
Braux-Sainte-Cohière,N/A - division par 0,N/A - division par 0
Braux-Saint-Remy,0,34
Bréban,N/A - division par 0,N/A - division par 0
Le Breuil,3.3,11.3
Breuil-sur-Vesle,0,65.2
Breuvery-sur-Coole,0,0
Brimont,20,0
Brouillet,0,12.1
Broussy-le-Grand,0,0
Broussy-le-Petit,0,33.2
Broyes,0,0
Brugny-Vaudancourt,7.1,0
Brusson,0,51.5
Le Buisson,0,0
Bussy-le-Château,0,0
Bussy-le-Repos,0,9.9
Bussy-Lettrée,4.9,18.7
La Caure,0,52.5
Caurel,8.5,9.5
Cauroy-lès-Hermonville,15.8,41.7
La Celle-sous-Chantemerle,0,0
Cernay-en-Dormois,0,25.6
Cernay-lès-Reims,6.7,29.5
Cernon,0,44.2
Chaintrix-Bierges,0,36.8
Châlons-en-Champagne,17.2,32.5
Châlons-sur-Vesle,51.8,0
Chaltrait,0,50
Chambrecy,0,50
Chamery,3.2,14.6
Champaubert,0,0
Champfleury,5,60
Champguyon,0,14.2
Champigneul-Champagne,0,20.2
Champigny,16,32.9
Champillon,6.8,21.6
Champlat-et-Boujacourt,10.6,14.5
Champvoisy,20.2,0
Changy,0,21.1
Chantemerle,6.2,0
Chapelaine,0,0
La Chapelle-Felcourt,0,33.3
La Chapelle-Lasson,25.2,0
La Chapelle-sous-Orbais,0,0
Charleville,5.8,35.2
Charmont,0,43.5
Les Charmontois,0,0
Le Châtelier,0,33.8
Châtelraould-Saint-Louvent,0,31.5
Châtillon-sur-Broué,0,0
Châtillon-sur-Marne,5.8,26.5
Châtillon-sur-Morin,0,7.1
Châtrices,0,0
Chaudefontaine,0,0
Chaumuzy,12.3,0
La Chaussée-sur-Marne,0,10.8
Chavot-Courcourt,5.6,0
Le Chemin,N/A - division par 0,N/A - division par 0
Cheminon,0,53
Chenay,40.3,39.5
Cheniers,0,0
La Cheppe,0,33.5
Cheppes-la-Prairie,0,11.7
Chepy,0,0
Cherville,N/A - division par 0,N/A - division par 0
Chichey,0,0
Chigny-les-Roses,4,13
Chouilly,12.5,9.9
Clamanges,0,39.9
Clesles,0,24.4
Cloyes-sur-Marne,0,0
Coizard-Joches,0,31.6
Val-des-Marais,2.8,19.4
Compertrix,0,39.9
Condé-sur-Marne,0,40
Conflans-sur-Seine,0,22.1
Congy,0,24.2
Connantray-Vaurefroy,0,66.2
Connantre,11.9,15
Contault,0,0
Coole,0,8.8
Coolus,11.7,0
Corbeil,18.7,11.4
Corfélix,31.3,0
Cormicy,9.2,22.3
Cormontreuil,8.1,38.6
Cormoyeux,0,0
Corribert,100,0
Corrobert,0,0
Corroy,26.8,9
Coulommes-la-Montagne,0,0
Coupetz,28,0
Coupéville,0,20.1
Courcelles-Sapicourt,0,20.7
Courcemain,16.7,16.7
Courcy,2.3,25.6
Courdemanges,16.5,8.4
Courgivaux,17.7,18.1
Courjeonnet,0,41.5
Courlandon,0,28.4
Courmas,0,0
Courtagnon,N/A - division par 0,N/A - division par 0
Courtémont,0,0
Courthiézy,16.2,16.2
Courtisols,6,25.5
Courville,15.6,17.9
Couvrot,8,6.7
Cramant,1.7,11.4
La Croix-en-Champagne,0,0
Crugny,4.6,9.3
Cuchery,0,13.6
Cuis,5.2,7
Cuisles,0,10.6
Cumières,2.9,17.4
Cuperly,0,72.6
Damery,13.6,18.2
Dampierre-au-Temple,0,30.7
Dampierre-le-Château,0,50
Dampierre-sur-Moivre,0,0
Dizy,6.7,25.9
Dommartin-Dampierre,0,24.2
Dommartin-Lettrée,17,0
Dommartin-sous-Hans,0,0
Dommartin-Varimont,0,0
Dompremy,0,0
Dontrien,0,30.9
Dormans,7.7,26
Val-de-Vière,0,0
Drosnay,0,49.7
Drouilly,0,33.2
Éclaires,0,51
Écollemont,100,0
Écriennes,0,50
Écueil,0,1
Écury-le-Repos,0,25.3
Écury-sur-Coole,9.4,11.3
Élise-Daucourt,0,0
Épense,0,50.8
Épernay,15.4,26.4
L'Épine,7.8,14.8
Époye,32.5,17.2
Escardes,0,0
Esclavolles-Lurey,0,29.7
Les Essarts-lès-Sézanne,4.4,5.6
Les Essarts-le-Vicomte,0,42
Esternay,9.9,27.2
Étoges,0,34.2
Étréchy,0,0
Étrepy,0,0
Euvy,0,0
Fagnières,7.7,38.8
Faux-Fresnay,6.2,22.1
Faux-Vésigneul,0,0
Faverolles-et-Coëmy,10.6,14.1
Favresse,0,77.2
Fèrebrianges,7.2,12.9
Fère-Champenoise,14.3,24.4
Festigny,0,12.6
Fismes,7.3,35.9
Flavigny,0,11.9
Fleury-la-Rivière,6.7,6
Florent-en-Argonne,0,100
Fontaine-Denis-Nuisy,0,7.2
Fontaine-en-Dormois,0,0
Fontaine-sur-Ay,0,12.9
La Forestière,12.4,0
Francheville,8.6,9.7
Le Fresne,0,66.7
Frignicourt,17.2,35.6
Fromentières,0,17.6
Le Gault-Soigny,0,32.2
Gaye,0,9.9
Germaine,30.3,12.1
Germigny,0,0
Germinon,0,0
Giffaumont-Champaubert,11.7,43.2
Gigny-Bussy,0,0
Givry-en-Argonne,3.3,30.5
Givry-lès-Loisy,0,15.7
Gizaucourt,0,0
Glannes,0,0
Gourgançon,0,20.6
Sainte-Marie-du-Lac-Nuisement,10.1,0
Les Grandes-Loges,0,10.4
Granges-sur-Aube,0,0
Gratreuil,0,0
Grauves,8,12.8
Gueux,16.2,27.4
Hans,0,0
Haussignémont,0,0
Haussimont,11.3,11.9
Hauteville,0,81.8
Hautvillers,4.7,11.1
Heiltz-le-Hutier,25,0
Heiltz-le-Maurupt,0,16.1
Heiltz-l'Évêque,0,0
Hermonville,6.7,24.1
Herpont,0,16.6
Heutrégiville,0,43.9
Hourges,0,0
Huiron,20.4,0
Humbauville,0,50
Igny-Comblizy,0,25
Isles-sur-Suippe,12.1,17.3
Isle-sur-Marne,0,0
Isse,0,0
Les Istres-et-Bury,N/A - division par 0,N/A - division par 0
Jâlons,5.3,21.3
Janvilliers,12.2,0
Janvry,7.7,9.1
Joiselle,33.3,0
Jonchery-sur-Suippe,0,42.9
Jonchery-sur-Vesle,8.2,31.2
Jonquery,0,0
Jouy-lès-Reims,0,16.9
Jussecourt-Minecourt,N/A - division par 0,N/A - division par 0
Juvigny,5.2,22.5
Lachy,0,9.3
Lagery,0,10.1
Landricourt,0,31.9
Larzicourt,0,38
Laval-sur-Tourbe,0,0
Lavannes,0,19.7
Lenharrée,14.5,0
Leuvrigny,0,0
Lhéry,0,20.9
Lignon,12.1,18.4
Linthelles,0,0
Linthes,0,32.7
Lisse-en-Champagne,0,26
Livry-Louvercy,3.3,26.6
Loisy-en-Brie,0,0
Loisy-sur-Marne,7,35.9
Loivre,3.5,55.7
Ludes,5.9,15.4
Luxémont-et-Villotte,4.8,9.4
Maffrécourt,0,0
Magneux,N/A - division par 0,N/A - division par 0
Mailly-Champagne,2.2,10.5
Mairy-sur-Marne,0,12.6
Maisons-en-Champagne,3.8,45.3
Malmy,0,0
Mancy,14.8,11.9
Marcilly-sur-Seine,0,10
Mardeuil,9.7,9.3
Mareuil-en-Brie,0,24.1
Mareuil-le-Port,22.5,14.3
Marfaux,0,17.3
Margerie-Hancourt,8.7,26.1
Margny,0,0
Marigny,0,33.1
Marolles,5.4,13.6
Marsangis,0,0
Marson,0,17.8
Massiges,0,100
Matignicourt-Goncourt,0,33.7
Matougues,8.6,13.1
Maurupt-le-Montois,0,22.2
Mécringes,0,0
Le Meix-Saint-Epoing,0,16.4
Le Meix-Tiercelin,0,13.1
Merfy,7.4,19.7
Merlaut,14.5,28.4
Méry-Prémecy,0,0
Les Mesneux,8.7,10.6
Le Mesnil-sur-Oger,4.4,7.4
Minaucourt-le-Mesnil-lès-Hurlus,0,0
Mœurs-Verdey,0,43.6
Moiremont,0,0
Moivre,0,0
Moncetz-Longevas,2.7,19.2
Moncetz-l'Abbaye,0,33.3
Mondement-Montgivroux,N/A - division par 0,N/A - division par 0
Montbré,0,26.5
Montgenost,0,10.3
Montépreux,13.7,12.5
Monthelon,0,9.4
Montigny-sur-Vesle,20,20.8
Montmirail,14.8,26.4
Montmort-Lucy,7.8,35.8
Mont-sur-Courville,0,0
Morangis,60.7,0
Morsains,0,14.2
Moslins,0,0
Mourmelon-le-Grand,7.8,58.5
Mourmelon-le-Petit,0,44.3
Moussy,8.9,16.8
Muizon,10.6,17.3
Mutigny,25.7,26.1
Nanteuil-la-Forêt,18.3,18.2
Nesle-la-Reposte,0,0
Nesle-le-Repons,0,0
La Neuville-aux-Bois,N/A - division par 0,N/A - division par 0
La Neuville-aux-Larris,0,7.8
La Neuville-au-Pont,0,26.8
Neuvy,0,35.9
Nogent-l'Abbesse,6.4,3.1
Noirlieu,0,12.8
Norrois,17.2,29.1
La Noue,0,26.2
Nuisement-sur-Coole,5.5,18.8
Œuilly,4.7,31.3
Ognes,49.9,0
Oiry,10.2,7.3
Olizy,0,0
Omey,27,8.3
Orbais-l'Abbaye,6.4,15.1
Orconte,0,25.5
Ormes,6.4,14.3
Outines,0,21.7
Outrepont,N/A - division par 0,N/A - division par 0
Oyes,0,0
Pargny-lès-Reims,12.3,23
Pargny-sur-Saulx,8.7,20.5
Passavant-en-Argonne,0,0
Passy-Grigny,0,11.6
Péas,0,20.8
Les Petites-Loges,0,64.1
Pévy,4.8,10
Pierre-Morains,0,12.3
Pierry,4.4,43.5
Pleurs,13.2,20.7
Plichancourt,0,33
Plivot,4.5,12
Pocancy,0,17.6
Pogny,25.6,15.6
Poilly,6.6,9.7
Poix,0,19
Pomacle,33.5,6
Pontfaverger-Moronvilliers,12.4,35
Ponthion,0,31.7
Possesse,0,52.6
Potangis,0,0
Pouillon,6,27.7
Pourcy,28.9,0
Pringy,0,12
Prosnes,0,54.3
Prouilly,9.8,15.6
Prunay,17.2,7.3
Puisieulx,7.4,15.4
Queudes,0,25.5
Rapsécourt,0,0
Recy,4.4,14.4
Reims,19.9,27.6
Reims-la-Brûlée,10.8,20.9
Remicourt,0,0
Cœur-de-la-Vallée,3.6,13.5
Reuves,0,0
Réveillon,0,0
Rieux,0,0
Rilly-la-Montagne,11.9,21
Les Rivières-Henruel,0,0
Romain,33.5,0
Romery,0,0
Romigny,12.1,0
Rosnay,9.1,14.5
Rouffy,0,0
Rouvroy-Ripont,N/A - division par 0,N/A - division par 0
Sacy,0,8.6
Saint-Amand-sur-Fion,13.9,33.5
Saint-Bon,0,0
Saint-Brice-Courcelles,9.7,24.6
Saint-Chéron,0,0
Saint-Étienne-au-Temple,5.6,19.6
Saint-Étienne-sur-Suippe,0,0
Saint-Eulien,11.2,38
Saint-Euphraise-et-Clairizet,12,0
Sainte-Gemme,0,0
Saint-Germain-la-Ville,8.8,43.2
Saint-Gibrien,8.6,43.2
Saint-Gilles,0,34.1
Saint-Hilaire-au-Temple,4.3,27.5
Saint-Hilaire-le-Grand,0,11.9
Saint-Hilaire-le-Petit,0,39.8
Saint-Imoges,33.4,42.4
Saint-Jean-devant-Possesse,0,0
Saint-Jean-sur-Moivre,24.8,0
Saint-Jean-sur-Tourbe,0,0
Saint-Just-Sauvage,0,39.7
Saint-Léonard,19.7,13.3
Saint-Loup,0,0
Saint-Lumier-en-Champagne,0,28.1
Saint-Lumier-la-Populeuse,0,0
Saint-Mard-sur-Auve,0,0
Saint-Mard-lès-Rouffy,0,0
Saint-Mard-sur-le-Mont,0,0
Sainte-Marie-à-Py,0,46.2
Saint-Martin-aux-Champs,30.7,38.7
Saint-Martin-l'Heureux,0,0
Saint-Martin-sur-le-Pré,10.1,15.5
Saint-Masmes,0,6.7
Saint-Memmie,9.3,27.3
Sainte-Menehould,7.9,29.8
Saint-Ouen-Domprot,0,42.1
Saint-Pierre,0,48.8
Saint-Quentin-les-Marais,0,0
Saint-Quentin-le-Verger,0,0
Saint-Quentin-sur-Coole,0,0
Saint-Remy-en-Bouzemont-Saint-Genest-et-Isson,12.6,29
Saint-Remy-sous-Broyes,0,0
Saint-Remy-sur-Bussy,3.5,16.1
Saint-Saturnin,0,0
Saint-Souplet-sur-Py,0,25
Saint-Thierry,28.4,20.1
Saint-Thomas-en-Argonne,N/A - division par 0,N/A - division par 0
Saint-Utin,0,0
Saint-Vrain,0,0
Sapignicourt,0,0
Sarcy,0,12.5
Saron-sur-Aube,0,51.8
Sarry,3.7,33.8
Saudoy,12.6,12.1
Savigny-sur-Ardres,0,0
Scrupt,0,0
Selles,0,11.8
Sept-Saulx,11.9,18.2
Sermaize-les-Bains,9.6,28.2
Sermiers,4.8,5
Servon-Melzicourt,0,0
Serzy-et-Prin,8.2,25.5
Sézanne,9.7,28.7
Sillery,5.6,19.9
Sivry-Ante,0,0
Sogny-aux-Moulins,33.3,0
Sogny-en-l'Angle,0,0
Soizy-aux-Bois,0,0
Somme-Bionne,0,33
Sommepy-Tahure,4.2,26.2
Sommesous,2.9,32.3
Somme-Suippe,22.2,9.3
Somme-Tourbe,20,40
Somme-Vesle,22.4,26.6
Somme-Yèvre,0,0
Sompuis,0,31.6
Somsois,0,20.1
Songy,0,0
Souain-Perthes-lès-Hurlus,0,0
Soudé,0,20.4
Soudron,0,5.8
Soulanges,12.1,46.8
Soulières,0,12.8
Suippes,9.4,59.4
Suizy-le-Franc,0,41
Taissy,9.7,22.5
Talus-Saint-Prix,9.9,0
Val de Livre,4.2,14.6
Thaas,0,0
Thibie,9,0
Thiéblemont-Farémont,8.1,52.3
Thil,6.9,8.7
Thillois,8.4,47.3
Le Thoult-Trosnay,0,0
Val-de-Vesle,22.5,25
Tilloy-et-Bellay,0,22.2
Tinqueux,12.2,32.3
Togny-aux-Bœufs,0,0
Tours-sur-Marne,15.3,11.3
Tramery,0,0
Trécon,0,0
Tréfols,0,0
Trépail,0,4
Treslon,0,0
Trigny,4.5,17.1
Trois-Fontaines-l'Abbaye,0,40.6
Trois-Puits,17.4,0
Troissy,5.9,18.8
Unchair,0,0
Vadenay,0,33.2
Valmy,6.5,25.5
Vanault-le-Châtel,0,0
Vanault-les-Dames,22.3,39.2
Vandeuil,18.7,5.3
Vandières,2.7,2.6
Vassimont-et-Chapelaine,0,0
Vatry,2.3,15.3
Vauchamps,0,0
Vauciennes,0,4.3
Vauclerc,0,53.6
Vaudemange,6.7,10.7
Vaudesincourt,0,0
Vavray-le-Grand,4.5,16.7
Vavray-le-Petit,N/A - division par 0,N/A - division par 0
Vélye,0,0
Ventelay,0,0
Venteuil,2.7,6.9
Verdon,0,0
Vernancourt,0,0
Verneuil,4,14.3
Verrières,0,100
Vert-Toulon,5.2,8.9
Blancs-Coteaux,7.7,25.3
Verzenay,1.4,19.9
Verzy,11,21.3
Vésigneul-sur-Marne,0,40.7
La Veuve,9.7,19
Le Vézier,25,25
Le Vieil-Dampierre,0,62.6
Vienne-la-Ville,0,52.1
Vienne-le-Château,7.4,30.6
Ville-Dommange,5.6,13.8
Ville-en-Selve,0,17.5
Ville-en-Tardenois,11.1,44.8
Villeneuve-la-Lionne,0,0
La Villeneuve-lès-Charleville,0,33.6
Villeneuve-Renneville-Chevigny,0,8.4
Villeneuve-Saint-Vistre-et-Villevotte,0,0
Villers-Allerand,8.8,26.1
Villers-aux-Bois,24.2,25.1
Villers-aux-Nœuds,0,14.4
Villers-en-Argonne,0,39.1
Villers-Franqueux,0,17.6
Villers-le-Château,0,48.5
Villers-le-Sec,0,50
Villers-Marmery,0,5.2
Villeseneux,0,0
La Ville-sous-Orbais,0,0
Ville-sur-Tourbe,0,16.3
Villevenard,0,0
Villiers-aux-Corneilles,0,50.5
Vinay,2.3,25.7
Vincelles,0,8.1
Vindey,0,16.5
Virginy,0,0
Vitry-en-Perthois,2.5,28.9
Vitry-la-Ville,0,5.1
Vitry-le-François,11.7,28.7
Voilemont,N/A - division par 0,N/A - division par 0
Vouarces,0,0
Vouillers,0,48.5
Vouzy,0,33.7
Vraux,6.8,27
Vrigny,13.9,24.1
Vroil,100,0
Wargemoulin-Hurlus,0,0
Warmeriville,4.4,29.2
Witry-lès-Reims,12.2,20.8
Magenta,6.9,23.6
Ageville,0,0
Aigremont,N/A - division par 0,N/A - division par 0
Aillianville,0,0
Aingoulaincourt,0,0
Aizanville,N/A - division par 0,N/A - division par 0
Allichamps,0,50.1
Ambonville,0,0
Andelot-Blancheville,4.8,49.4
Andilly-en-Bassigny,0,0
Annéville-la-Prairie,33.3,0
Annonville,0,100
Anrosey,0,14.5
Aprey,0,0
Arbigny-sous-Varennes,0,0
Arbot,10.8,11.2
Arc-en-Barrois,7.1,34
Arnancourt,0,19.8
Attancourt,0,0
Aubepierre-sur-Aube,0,33.3
Auberive,12,43.7
Audeloncourt,0,0
Aujeurres,0,0
Aulnoy-sur-Aube,0,0
Autigny-le-Grand,0,100
Autigny-le-Petit,0,100
Autreville-sur-la-Renne,17.1,47.6
Avrecourt,19.4,80.6
Bailly-aux-Forges,N/A - division par 0,N/A - division par 0
Baissey,0,67.9
Bannes,0,0
Bassoncourt,0,0
Baudrecourt,0,0
Bay-sur-Aube,0,50
Beauchemin,0,0
Belmont,0,0
Roches-Bettaincourt,8.5,8.3
Bettancourt-la-Ferrée,2.7,24.2
Beurville,0,0
Biesles,3.7,16.1
Bize,0,62
Blaisy,0,0
Blécourt,0,20.5
Blessonville,0,50
Blumeray,0,0
Bologne,12.1,12
Bonnecourt,0,0
Bourbonne-les-Bains,5.3,39.7
Bourdons-sur-Rognon,0,0
Bourg,20.3,0
Bourg-Sainte-Marie,0,50.1
Bourmont-entre-Meuse-et-Mouzon,15.2,40.3
Bouzancourt,0,0
Brachay,0,0
Brainville-sur-Meuse,0,0
Braux-le-Châtel,0,0
Brennes,0,50
Brethenay,8.8,6.6
Breuvannes-en-Bassigny,5.6,18.9
Briaucourt,0,0
Bricon,0,24.4
Brousseval,9.4,10.3
Bugnières,16.3,0
Champsevraine,9.2,18
Busson,0,0
Buxières-lès-Clefmont,0,0
Buxières-lès-Villiers,0,38.6
Ceffonds,4,31.7
Celles-en-Bassigny,100,0
Celsoy,N/A - division par 0,N/A - division par 0
Cerisières,N/A - division par 0,N/A - division par 0
Chalancey,0,0
Chalindrey,4.7,26
Vals-des-Tilles,0,27.3
Chalvraines,0,33.7
Chambroncourt,0,50
Chamouilley,8.6,18.6
Champigneulles-en-Bassigny,N/A - division par 0,N/A - division par 0
Champigny-lès-Langres,0,0
Champigny-sous-Varennes,0,32.9
Chancenay,0,43.7
Changey,0,0
Chanoy,0,0
Chantraines,0,20.9
Charmes,0,0
Charmes-en-l'Angle,N/A - division par 0,N/A - division par 0
Charmes-la-Grande,0,20.1
Chassigny,0,10.1
Châteauvillain,11.7,43.2
Chatenay-Mâcheron,0,0
Chatenay-Vaudin,0,0
Chatonrupt-Sommermont,50,50
Chaudenay,16.6,0
Chauffourt,0,66
Chaumont,13.7,36.5
Chaumont-la-Ville,0,20
Chevillon,7.4,31.8
Chézeaux,N/A - division par 0,N/A - division par 0
Chamarandes-Choignes,10.7,18.1
Choilley-Dardenay,0,0
Choiseul,N/A - division par 0,N/A - division par 0
Cirey-lès-Mareilles,0,0
Cirey-sur-Blaise,0,10.2
Cirfontaines-en-Azois,0,0
Cirfontaines-en-Ornois,0,100
Clefmont,0,7.1
Clinchamp,0,0
Cohons,18.7,81.3
Coiffy-le-Bas,N/A - division par 0,N/A - division par 0
Coiffy-le-Haut,0,100
Colmier-le-Bas,N/A - division par 0,N/A - division par 0
Colmier-le-Haut,0,0
Colombey les Deux Églises,17.1,18.2
Condes,0,12.6
Consigny,0,0
Coublanc,0,0
Coupray,0,40.2
Courcelles-en-Montagne,0,0
Courcelles-sur-Blaise,0,0
Cour-l'Évêque,0,49.4
Culmont,0,11.2
Curel,9.9,29.9
Curmont,N/A - division par 0,N/A - division par 0
Cusey,0,39.9
Cuves,N/A - division par 0,N/A - division par 0
Daillancourt,0,0
Daillecourt,0,0
Dammartin-sur-Meuse,0,24.9
Dampierre,0,12.5
Damrémont,0,33.3
Dancevoir,0,16.9
Darmannes,0,0
Dinteville,0,30
Domblain,0,0
Dommarien,0,0
Dommartin-le-Franc,15.7,33.8
Dommartin-le-Saint-Père,0,67.1
Domremy-Landéville,0,33
Doncourt-sur-Meuse,0,0
Donjeux,14.2,35.2
Doulaincourt-Saucourt,11.9,37
Doulevant-le-Château,12.4,22.2
Doulevant-le-Petit,N/A - division par 0,N/A - division par 0
Échenay,0,0
Éclaron-Braucourt-Sainte-Livière,1.8,29.2
Ecot-la-Combe,0,49.8
Effincourt,0,16.5
Enfonvelle,N/A - division par 0,N/A - division par 0
Épizon,0,50
Le Val-d'Esnoms,0,28.3
Esnouveaux,0,32.7
Euffigneix,0,11.8
Eurville-Bienville,4,23.3
Farincourt,0,100
Faverolles,0,0
Fayl-Billot,10.8,39.5
Fays,N/A - division par 0,N/A - division par 0
Ferrière-et-Lafolie,0,0
Flagey,0,11.9
Flammerécourt,0,0
Fontaines-sur-Marne,N/A - division par 0,N/A - division par 0
Forcey,N/A - division par 0,N/A - division par 0
Foulain,6.8,30.1
Frampas,0,0
Frécourt,0,25.1
Fresnes-sur-Apance,0,0
Froncles,10.3,17.5
Fronville,2.9,16.6
Genevrières,0,35.2
La Genevroye,N/A - division par 0,N/A - division par 0
Germaines,N/A - division par 0,N/A - division par 0
Germainvilliers,0,0
Germay,0,0
Germisay,N/A - division par 0,N/A - division par 0
Giey-sur-Aujon,0,0
Gillancourt,28.8,31.3
Gillaumé,0,0
Gilley,0,24.4
Graffigny-Chemin,0,15.2
Grandchamp,N/A - division par 0,N/A - division par 0
Grenant,0,61.4
Gudmont-Villiers,8,22.5
Guindrecourt-aux-Ormes,0,0
Guindrecourt-sur-Blaise,0,0
Guyonvelle,0,32.1
Hâcourt,0,0
Hallignicourt,0,15.5
Harréville-les-Chanteurs,28.1,27.3
Heuilley-le-Grand,0,13.3
Haute-Amance,2.6,25.8
Huilliécourt,51.3,48.7
Humbécourt,0,25.2
Humberville,0,0
Humes-Jorquenay,18.9,13.1
Illoud,3.9,7.6
Is-en-Bassigny,7.5,26.1
Isômes,0,16.4
Joinville,11.8,36.4
Jonchery,9.6,37.1
Juzennecourt,18.8,23.4
Lachapelle-en-Blaisy,N/A - division par 0,N/A - division par 0
Lafauche,0,100
Laferté-sur-Amance,0,83.4
Laferté-sur-Aube,0,56.6
Lamancine,0,0
Laneuvelle,0,0
Bayard-sur-Marne,8.5,17.5
Laneuville-à-Rémy,0,0
Laneuville-au-Pont,0,0
Langres,10.5,26.5
Lanques-sur-Rognon,0,0
Lanty-sur-Aube,0,0
Larivière-Arnoncourt,0,100
Latrecey-Ormoy-sur-Aube,0,17.6
Lavernoy,25.3,0
Laville-aux-Bois,0,0
Lavilleneuve,0,0
Lavilleneuve-au-Roi,N/A - division par 0,N/A - division par 0
Lecey,0,79.7
Leffonds,0,49.7
Leschères-sur-le-Blaiseron,0,20
Leuchey,0,0
Leurville,0,24.6
Levécourt,0,0
Lezéville,0,0
Liffol-le-Petit,0,20.3
Les Loges,0,20.5
Longchamp,0,0
Longeau-Percey,4.6,40.8
Louvemont,0,25.7
Louvières,0,0
Luzy-sur-Marne,0,1.8
Maâtz,0,0
Magneux,0,25.1
Maisoncelles,0,0
Maizières,0,25
Maizières-sur-Amance,0,100
Malaincourt-sur-Meuse,0,0
Mandres-la-Côte,8.4,33.1
Manois,29.2,41
Marac,0,100
Maranville,0,30.9
Marbéville,5.2,21.1
Marcilly-en-Bassigny,0,39.4
Mardor,0,50
Mareilles,0,7.4
Marnay-sur-Marne,0,50.8
Mathons,0,0
Melay,0,0
Mennouveaux,0,0
Merrey,14.8,28.9
Mertrud,0,0
Meures,0,32.8
Millières,0,0
Mirbel,0,0
Moëslains,10.7,39.1
Montcharvot,0,100
Montheries,0,0
La Porte du Der,7.4,37
Val-de-Meuse,8.7,24
Montot-sur-Rognon,N/A - division par 0,N/A - division par 0
Montreuil-sur-Blaise,N/A - division par 0,N/A - division par 0
Montreuil-sur-Thonnance,N/A - division par 0,N/A - division par 0
Morancourt,0,0
Morionvilliers,N/A - division par 0,N/A - division par 0
Mouilleron,15.4,0
Mussey-sur-Marne,0,37.3
Narcy,0,0
Neuilly-l'Évêque,3,19.9
Neuilly-sur-Suize,0,32.6
Neuvelle-lès-Voisey,N/A - division par 0,N/A - division par 0
Ninville,0,19.6
Nogent,7.8,23.7
Noidant-Chatenoy,0,0
Noidant-le-Rocheux,0,72.4
Nomécourt,0,23.6
Noncourt-sur-le-Rongeant,0,100
Noyers,0,0
Nully,13.5,32.2
Occey,12.6,9.5
Orbigny-au-Mont,N/A - division par 0,N/A - division par 0
Orbigny-au-Val,N/A - division par 0,N/A - division par 0
Orcevaux,0,69.2
Orges,0,31
Ormancey,100,0
Ormoy-lès-Sexfontaines,N/A - division par 0,N/A - division par 0
Orquevaux,0,0
Osne-le-Val,32.8,33
Oudincourt,0,0
Outremécourt,12.3,0
Ozières,N/A - division par 0,N/A - division par 0
Le Pailly,0,19.7
Palaiseul,0,100
Pansey,N/A - division par 0,N/A - division par 0
Parnoy-en-Bassigny,0,9.1
Paroy-sur-Saulx,0,0
Peigney,0,5
Perrancey-les-Vieux-Moulins,0,100
Perrogney-les-Fontaines,1.6,35.9
Perrusse,0,0
Perthes,0,27.6
Pierremont-sur-Amance,0,0
Pisseloup,0,80.9
Planrupt,0,0
Plesnoy,0,0
Poinsenot,N/A - division par 0,N/A - division par 0
Poinson-lès-Fayl,5.6,12
Poinson-lès-Grancey,0,0
Poinson-lès-Nogent,0,0
Poiseul,N/A - division par 0,N/A - division par 0
Poissons,5.1,54.6
Pont-la-Ville,N/A - division par 0,N/A - division par 0
Le Châtelet-sur-Meuse,0,0
Poulangy,0,42.7
Praslay,0,0
Le Montsaugeonnais,9.3,25.9
Pressigny,0,48.6
Prez-sous-Lafauche,0,41.8
Rives Dervoises,6.6,18.6
Rachecourt-Suzémont,N/A - division par 0,N/A - division par 0
Rachecourt-sur-Marne,5.2,26.6
Rançonnières,0,0
Rangecourt,N/A - division par 0,N/A - division par 0
Rennepont,0,25.3
Reynel,0,0
Riaucourt,0,71.6
Richebourg,0,35.1
